path,condition,index,pixel_size_m,time_frame_s,bleach_radius_pixels,sat_frac,prebleach_cv,recovery_nonsmooth,drift,bleach_depth,composite_score
data/deepfrap/validation_exp/data/frap_56ww_003.mat,56ww,3,7.598e-07,0.265,19.742037378257436,0.0,0.0006521519972011447,10.458753849266111,0.04125950485467911,0.6028246283531189,23.8
data/deepfrap/validation_exp/data/frap_56ww_004.mat,56ww,4,7.598e-07,0.265,19.742037378257436,0.0,0.0005882410914637148,4.059698768796535,0.04081101343035698,0.6029837727546692,15.4
data/deepfrap/validation_exp/data/frap_56ww_005.mat,56ww,5,7.598e-07,0.265,19.742037378257436,0.0,0.0003865860344376415,7.00566092045927,0.04103761166334152,0.60193932056427,14.8
data/deepfrap/validation_exp/data/frap_56ww_006.mat,56ww,6,7.598e-07,0.265,19.742037378257436,0.0,0.0006697939243167639,11.265247671961813,0.04112813249230385,0.6007199287414551,26.0
data/deepfrap/validation_exp/data/frap_56ww_007.mat,56ww,7,7.598e-07,0.265,19.742037378257436,0.0,0.0008347887778654695,13.463613020790193,0.04127677530050278,0.6034168004989624,28.2
data/deepfrap/validation_exp/data/frap_56ww_008.mat,56ww,8,7.598e-07,0.265,19.742037378257436,0.0,0.0006085425848141313,11.92385231965023,0.0412660650908947,0.5975276827812195,27.0
data/deepfrap/validation_exp/data/frap_56ww_009.mat,56ww,9,7.598e-07,0.265,19.742037378257436,1.52587890625e-07,0.0004289184289518744,17.669307430880867,0.04086223244667053,0.5997322201728821,24.6
data/deepfrap/validation_exp/data/frap_56ww_010.mat,56ww,10,7.598e-07,0.265,19.742037378257436,0.0,0.0006015057442709804,7.933534502391255,0.04064546898007393,0.5986438989639282,21.0
data/deepfrap/validation_exp/data/frap_56ww_011.mat,56ww,11,7.598e-07,0.265,19.742037378257436,0.0,0.00042040765401907265,7.50666315885335,0.04087833687663078,0.5971229076385498,18.8
data/deepfrap/validation_exp/data/frap_56ww_012.mat,56ww,12,7.598e-07,0.265,19.742037378257436,0.0,0.0006364440778270364,8.570106574273058,0.040632497519254684,0.5910947918891907,25.2
data/deepfrap/validation_exp/data/frap_56ww_013.mat,56ww,13,7.598e-07,0.265,19.742037378257436,0.0,0.00048562625306658447,10.994715342211963,0.04025576263666153,0.5987792611122131,22.4
data/deepfrap/validation_exp/data/frap_56ww_014.mat,56ww,14,7.598e-07,0.265,19.742037378257436,0.0,0.0006081283208914101,7.0751960229569155,0.039888400584459305,0.5972806811332703,19.6
data/deepfrap/validation_exp/data/frap_56ww_015.mat,56ww,15,7.598e-07,0.265,19.742037378257436,0.0,0.001123524270951748,10.120769918023793,0.03996270149946213,0.5942487120628357,28.4
data/deepfrap/validation_exp/data/frap_56ww_016.mat,56ww,16,7.598e-07,0.265,19.742037378257436,0.0,0.000990569475106895,7.402186185590034,0.03984258323907852,0.5936890244483948,24.4
data/deepfrap/validation_exp/data/frap_56ww_017.mat,56ww,17,7.598e-07,0.265,19.742037378257436,0.0,0.0007629232713952661,7.840701871906516,0.03945710510015488,0.5938711166381836,23.2
data/deepfrap/validation_exp/data/frap_56ww_018.mat,56ww,18,7.598e-07,0.265,19.742037378257436,1.52587890625e-07,0.0006146269151940942,4.744961955814311,0.03924596682190895,0.5969430804252625,18.4
data/deepfrap/validation_exp/data/frap_56ww_019.mat,56ww,19,7.598e-07,0.265,19.742037378257436,0.0,0.0007757650455459952,11.05652773743828,0.03956705331802368,0.5995379090309143,25.4
data/deepfrap/validation_exp/data/frap_56ww_020.mat,56ww,20,7.598e-07,0.265,19.742037378257436,0.0,0.0016606959979981184,8.201113570016009,0.039800018072128296,0.5957743525505066,26.2
