harpnum,t0,obs_coverage,l_data_weak,l_data_baseline
6258,2016-01-14 15:00:00+00:00,0.8571428571428571,0.0013611976755782962,0.001229418208822608
6242,2016-01-14 18:00:00+00:00,0.8571428571428571,0.00272384169511497,0.0020953137427568436
6246,2016-01-14 19:00:00+00:00,0.8571428571428571,0.0014491068432107568,0.0012387166498228908
6258,2016-01-14 21:00:00+00:00,0.8571428571428571,0.0012919894652441144,0.001178497332148254
6242,2016-01-15 00:00:00+00:00,0.8571428571428571,0.0026727216318249702,0.002060124883428216
6246,2016-01-15 01:00:00+00:00,0.8571428571428571,0.0013984935358166695,0.0012115383287891746
6258,2016-01-15 03:00:00+00:00,0.8571428571428571,0.0012493680696934462,0.0011521318228915334
6242,2016-01-15 06:00:00+00:00,0.8571428571428571,0.0026219540741294622,0.0020258461590856314
6246,2016-01-15 07:00:00+00:00,0.8571428571428571,0.0013276943936944008,0.0011551526840776205
6258,2016-01-15 09:00:00+00:00,0.8571428571428571,0.0012023287126794457,0.001130080665461719
6242,2016-01-15 12:00:00+00:00,0.8571428571428571,0.0028436128050088882,0.002196062356233597
6246,2016-01-15 13:00:00+00:00,0.8571428571428571,0.0012818463146686554,0.001121566747315228
6258,2016-01-15 15:00:00+00:00,0.8775510204081632,0.001248481567017734,0.0011717440793290734
6242,2016-01-15 18:00:00+00:00,0.9387755102040817,0.0026341956108808517,0.002025191206485033
6246,2016-01-15 19:00:00+00:00,0.9591836734693877,0.001179313170723617,0.001037763082422316
6258,2016-01-15 21:00:00+00:00,1.0,0.0011457232758402824,0.0010783935431391
6273,2016-01-15 21:00:00+00:00,1.0,0.0015109773958101869,0.0012306816643103957
6242,2016-01-16 00:00:00+00:00,1.0,0.0023504348937422037,0.001785013359040022
6246,2016-01-16 01:00:00+00:00,1.0,0.0011556042591109872,0.0010211271001026034
6258,2016-01-16 03:00:00+00:00,1.0,0.0011418991489335895,0.001081279944628477
6273,2016-01-16 03:00:00+00:00,1.0,0.0015897671692073345,0.0013005328364670277
6242,2016-01-16 06:00:00+00:00,1.0,0.002278310479596257,0.0017275564605370164
6246,2016-01-16 07:00:00+00:00,1.0,0.0011286837980151176,0.0009871064685285091
6258,2016-01-16 09:00:00+00:00,1.0,0.001082265400327742,0.0010337323183193803
6273,2016-01-16 09:00:00+00:00,1.0,0.001859059906564653,0.0014900554670020938
6242,2016-01-16 12:00:00+00:00,1.0,0.0023086662404239178,0.0017426799749955535
6246,2016-01-16 13:00:00+00:00,1.0,0.0011854397598654032,0.0010227514430880547
6258,2016-01-16 15:00:00+00:00,1.0,0.001136618317104876,0.0010770965600386262
6273,2016-01-16 15:00:00+00:00,1.0,0.0014903912087902427,0.0012234753230586648
6242,2016-01-16 18:00:00+00:00,1.0,0.0022389076184481382,0.0017325709341093898
6246,2016-01-16 19:00:00+00:00,1.0,0.001142015098594129,0.0009885492036119103
6258,2016-01-16 21:00:00+00:00,1.0,0.001065900200046599,0.0010182320838794112
6273,2016-01-16 21:00:00+00:00,1.0,0.0015542968176305294,0.001292887143790722
6242,2016-01-17 00:00:00+00:00,1.0,0.0020584743469953537,0.0015866613248363137
6246,2016-01-17 01:00:00+00:00,1.0,0.0010915189050137997,0.0009282170212827623
6258,2016-01-17 03:00:00+00:00,1.0,0.0010886932723224163,0.0010404722997918725
6273,2016-01-17 03:00:00+00:00,1.0,0.0015322229592129588,0.0012615332379937172
6242,2016-01-17 06:00:00+00:00,1.0,0.0020560752600431442,0.001578511786647141
6246,2016-01-17 07:00:00+00:00,1.0,0.0010046974057331681,0.0008633211255073547
6258,2016-01-17 09:00:00+00:00,1.0,0.0010633504716679454,0.0010155080817639828
6273,2016-01-17 09:00:00+00:00,1.0,0.0015144826611503959,0.0012508417712524533
6242,2016-01-17 12:00:00+00:00,1.0,0.0020588214974850416,0.0015868368791416287
6246,2016-01-17 13:00:00+00:00,1.0,0.0009548144298605621,0.0008067268063314259
6258,2016-01-17 15:00:00+00:00,1.0,0.0011468982556834817,0.0010873446008190513
6273,2016-01-17 15:00:00+00:00,1.0,0.001501167775131762,0.0012863017618656158
6242,2016-01-17 18:00:00+00:00,1.0,0.002069113776087761,0.0015929262153804302
6246,2016-01-17 19:00:00+00:00,1.0,0.0008730661938898265,0.000717957504093647
6258,2016-01-17 21:00:00+00:00,1.0,0.0010911356657743454,0.0010366691276431084
6273,2016-01-17 21:00:00+00:00,1.0,0.0013736012624576688,0.0011865883134305477
6242,2016-01-18 00:00:00+00:00,1.0,0.0019788844510912895,0.0015411622589454055
6246,2016-01-18 01:00:00+00:00,1.0,0.0006970863323658705,0.0005581165896728635
6258,2016-01-18 03:00:00+00:00,1.0,0.0010983824031427503,0.0010441638296470046
6273,2016-01-18 03:00:00+00:00,1.0,0.00145644077565521,0.001227620872668922
6242,2016-01-18 06:00:00+00:00,1.0,0.0018473196541890502,0.001427683630026877
6246,2016-01-18 07:00:00+00:00,1.0,0.0004962305538356304,0.00037191633600741625
6258,2016-01-18 09:00:00+00:00,1.0,0.0010772462701424956,0.001025476143695414
6273,2016-01-18 09:00:00+00:00,1.0,0.0014857641654089093,0.0012574916472658515
6242,2016-01-18 12:00:00+00:00,1.0,0.0019478363683447242,0.001554744434542954
6246,2016-01-18 13:00:00+00:00,1.0,0.0003659655340015888,0.0002539801353123039
6258,2016-01-18 15:00:00+00:00,1.0,0.0011164286406710744,0.0010702508734539151
6273,2016-01-18 15:00:00+00:00,1.0,0.00154090765863657,0.0013085585087537766
6281,2016-01-18 18:00:00+00:00,1.0,0.001062022871337831,0.0008477741503156722
6258,2016-01-18 21:00:00+00:00,1.0,0.0009781051194295287,0.000936844851821661
6273,2016-01-18 21:00:00+00:00,1.0,0.0011219641892239451,0.0009574326104484499
6281,2016-01-19 00:00:00+00:00,1.0,0.0009891334921121597,0.0007994052139110863
6258,2016-01-19 03:00:00+00:00,1.0,0.0008986552711576223,0.0008599213324487209
6273,2016-01-19 03:00:00+00:00,1.0,0.0010783388279378414,0.0009285134728997946
6281,2016-01-19 06:00:00+00:00,1.0,0.0008870540768839419,0.0007423449424095452
6258,2016-01-19 09:00:00+00:00,1.0,0.0009932719403877854,0.000933879695367068
6273,2016-01-19 09:00:00+00:00,1.0,0.0010618478991091251,0.0009307488799095154
6281,2016-01-19 12:00:00+00:00,1.0,0.0008732739370316267,0.0007569561712443829
6258,2016-01-19 15:00:00+00:00,1.0,0.001045414712280035,0.0009727647993713617
6273,2016-01-19 15:00:00+00:00,1.0,0.00107767921872437,0.0009530007955618203
6281,2016-01-19 18:00:00+00:00,1.0,0.0011093888897448778,0.0009373045177198946
6258,2016-01-19 21:00:00+00:00,1.0,0.0009209984564222395,0.0008519940893165767
6273,2016-01-19 21:00:00+00:00,1.0,0.0009014855022542179,0.0008062009583227336
6281,2016-01-20 00:00:00+00:00,1.0,0.0009482568129897118,0.0008250793325714767
6258,2016-01-20 03:00:00+00:00,1.0,0.000848376948852092,0.0007766920025460422
6273,2016-01-20 03:00:00+00:00,1.0,0.0009474706021137536,0.0008575189858675003
6281,2016-01-20 06:00:00+00:00,1.0,0.0009494213736616075,0.0008488071034662426
6258,2016-01-20 09:00:00+00:00,1.0,0.000828928779810667,0.0007503254455514252
6273,2016-01-20 09:00:00+00:00,1.0,0.0009361483971588314,0.000856317114084959
6281,2016-01-20 12:00:00+00:00,1.0,0.001053645508363843,0.0009552493575029075
6258,2016-01-20 15:00:00+00:00,1.0,0.0007953247986733913,0.0007191994227468967
6273,2016-01-20 15:00:00+00:00,1.0,0.0009012472000904381,0.0008094993536360562
6289,2016-01-20 16:00:00+00:00,0.9795918367346939,0.001345031545497477,0.001162070664577186
6281,2016-01-20 18:00:00+00:00,0.9591836734693877,0.0012354450300335884,0.0011167932534590364
6258,2016-01-20 21:00:00+00:00,0.8979591836734694,0.0008648443035781384,0.0007848871755413711
6273,2016-01-20 21:00:00+00:00,0.8979591836734694,0.0010365196503698826,0.0009167063981294632
